id	dir_name	name	kingdom	phylum	genus	tax2	num_L	num_M	num_S	num_M_zero	num_M_fs	num_M_plus	num_M_minus	num_chlH	num_chlD	num_chlI	num_bchH	num_bchD	num_bchI	num_cobN	num_cobT	num_cobS	num_chlD_fs	num_bchD_fs	num_cobT_fs
1551	Gordonia_aichiensis_NBRC_108223	Gordonia aichiensis NBRC 108223	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1161	Gordonia_amarae_NBRC_15530	Gordonia amarae NBRC 15530	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1159	Gordonia_araii_NBRC_100433	Gordonia araii NBRC 100433	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	0	2	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
493	Gordonia_bronchialis_DSM_43247	Gordonia bronchialis DSM 43247	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3799	Gordonia_desulfuricans_NBRC_100010	Gordonia desulfuricans NBRC 100010	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	1	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
1160	Gordonia_effusa_NBRC_100432	Gordonia effusa NBRC 100432	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	1	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
1552	Gordonia_hirsuta_DSM_44140_NBRC_16056	Gordonia hirsuta DSM 44140 = NBRC 16056	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3992	Gordonia_hydrophobica_NBRC_16057	Gordonia hydrophobica NBRC 16057	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1812	Gordonia_kroppenstedtii_DSM_45133	Gordonia kroppenstedtii DSM 45133	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1616	Gordonia_malaquae_NBRC_108250	Gordonia malaquae NBRC 108250	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
912	Gordonia_neofelifaecis_NRRL_B_59395	Gordonia neofelifaecis NRRL B-59395	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1617	Gordonia_paraffinivorans_NBRC_108238	Gordonia paraffinivorans NBRC 108238	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1205	Gordonia_polyisoprenivorans_VH2	Gordonia polyisoprenivorans VH2	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1364	Gordonia_rhizosphera_NBRC_16068	Gordonia rhizosphera NBRC 16068	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2008	Gordonia_shandongensis_DSM_45094	Gordonia shandongensis DSM 45094	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1553	Gordonia_sihwensis_NBRC_108236	Gordonia sihwensis NBRC 108236	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1557	Gordonia_soli_NBRC_108243	Gordonia soli NBRC 108243	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1208	Gordonia_sputi_NBRC_100414	Gordonia sputi NBRC 100414	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	1	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
4204	Gordonia_terrae	Gordonia terrae	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4998	Gordonia_westfalica	Gordonia westfalica	Bacteria	Actinobacteria	Gordonia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
828	Granulicella_mallensis_MP5ACTX8	Granulicella mallensis MP5ACTX8	Bacteria	Acidobacteria	Granulicella	Acidobacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
5254	Granulicella_pectinivorans	Granulicella pectinivorans	Bacteria	Acidobacteria	Granulicella	Acidobacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
829	Granulicella_tundricola_MP5ACTX9	Granulicella tundricola MP5ACTX9	Bacteria	Acidobacteria	Granulicella	Acidobacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2010	Granulicoccus_phenolivorans_DSM_17626	Granulicoccus phenolivorans DSM 17626	Bacteria	Actinobacteria	Granulicoccus	Propionibacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4701	Granulosicoccus_antarcticus_IMCC3135	Granulosicoccus antarcticus IMCC3135	Bacteria	Proteobacteria	Granulosicoccus	Gammaproteobacteria	1	3	1	2	1	0	1	0	1	0	0	0	0	1	2	1	1	0	0
3178	Gynuella_sunshinyii_YC6258	Gynuella sunshinyii YC6258	Bacteria	Proteobacteria	Gynuella	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
240	Hahella_chejuensis_KCTC_2396	Hahella chejuensis KCTC 2396	Bacteria	Proteobacteria	Hahella	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1741	Hahella_ganghwensis_DSM_17046	Hahella ganghwensis DSM 17046	Bacteria	Proteobacteria	Hahella	Gammaproteobacteria	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
4933	Haloarchaeobius_iranensis	Haloarchaeobius iranensis	Archaea	Euryarchaeota	Haloarchaeobius	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1067	Haloarcula_hispanica_ATCC_33960	Haloarcula hispanica ATCC 33960	Archaea	Euryarchaeota	Haloarcula	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1587	Haloarcula_vallismortis_ATCC_29715	Haloarcula vallismortis ATCC 29715	Archaea	Euryarchaeota	Haloarcula	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3802	Halobacterium_hubeiense	Halobacterium hubeiense	Archaea	Euryarchaeota	Halobacterium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5117	Halobacterium_jilantaiense	Halobacterium jilantaiense	Archaea	Euryarchaeota	Halobacterium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
96	Halobacterium_salinarum_NRC_1	Halobacterium salinarum NRC-1	Archaea	Euryarchaeota	Halobacterium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5401	Halobaculum_gomorrense	Halobaculum gomorrense	Archaea	Euryarchaeota	Halobaculum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5032	Halobellus_clavatus	Halobellus clavatus	Archaea	Euryarchaeota	Halobellus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1090	Halobiforma_lacisalsi_AJ5	Halobiforma lacisalsi AJ5	Archaea	Euryarchaeota	Halobiforma	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1589	Halobiforma_nitratireducens_JCM_10879	Halobiforma nitratireducens JCM 10879	Archaea	Euryarchaeota	Halobiforma	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1568	Halococcus_saccharolyticus_DSM_5350	Halococcus saccharolyticus DSM 5350	Archaea	Euryarchaeota	Halococcus	Halobacteria	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
1569	Halococcus_salifodinae_DSM_8989	Halococcus salifodinae DSM 8989	Archaea	Euryarchaeota	Halococcus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2944	Halococcus_sediminicola	Halococcus sediminicola	Archaea	Euryarchaeota	Halococcus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1565	Halococcus_thailandensis_JCM_13552	Halococcus thailandensis JCM 13552	Archaea	Euryarchaeota	Halococcus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4339	Halodesulfurarchaeum_formicicum	Halodesulfurarchaeum formicicum	Archaea	Euryarchaeota	Halodesulfurarchaeum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5698	Haloechinothrix_alba	Haloechinothrix alba	Bacteria	Actinobacteria	Haloechinothrix	Pseudonocardiales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1566	Haloferax_elongans_ATCC_BAA_1513	Haloferax elongans ATCC BAA-1513	Archaea	Euryarchaeota	Haloferax	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1404	Haloferax_mediterranei_ATCC_33500	Haloferax mediterranei ATCC 33500	Archaea	Euryarchaeota	Haloferax	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1588	Haloferax_mucosum_ATCC_BAA_1512	Haloferax mucosum ATCC BAA-1512	Archaea	Euryarchaeota	Haloferax	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
520	Haloferax_volcanii_DS2	Haloferax volcanii DS2	Archaea	Euryarchaeota	Haloferax	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
791	Halogeometricum_borinquense_DSM_11551	Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	Halogeometricum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1572	Halogeometricum_pallidum_JCM_14848	Halogeometricum pallidum JCM 14848	Archaea	Euryarchaeota	Halogeometricum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2455	Haloglycomyces_albus_DSM_45210	Haloglycomyces albus DSM 45210	Bacteria	Actinobacteria	Haloglycomyces	Glycomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5072	Halohasta_litchfieldiae	Halohasta litchfieldiae	Archaea	Euryarchaeota	Halohasta	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
468	Halomicrobium_mukohataei_DSM_12286	Halomicrobium mukohataei DSM 12286	Archaea	Euryarchaeota	Halomicrobium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5251	Halomicrobium_zhouii	Halomicrobium zhouii	Archaea	Euryarchaeota	Halomicrobium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4529	Halomicronema_hongdechloris_C2206	Halomicronema hongdechloris C2206	Bacteria	Cyanobacteria	Halomicronema	Synechococcales	3	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
1129	Halomonas_boliviensis_LC1	Halomonas boliviensis LC1	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2666	Halomonas_campaniensis	Halomonas campaniensis	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5471	Halomonas_cupida	Halomonas cupida	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	2	1	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
4631	Halomonas_desiderata_SP1	Halomonas desiderata SP1	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3632	Halomonas_huangheensis	Halomonas huangheensis	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	2	1	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
1770	Halomonas_lutea_DSM_23508	Halomonas lutea DSM 23508	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4914	Halomonas_pantelleriensis	Halomonas pantelleriensis	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1260	Halomonas_smyrnensis_AAD6	Halomonas smyrnensis AAD6	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5149	Halomonas_subterranea	Halomonas subterranea	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2966	Halomonas_xinjiangensis	Halomonas xinjiangensis	Bacteria	Proteobacteria	Halomonas	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2243	Halopiger_djelfimassiliensis	Halopiger djelfimassiliensis	Archaea	Euryarchaeota	Halopiger	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2242	Halopiger_goleimassiliensis	Halopiger goleimassiliensis	Archaea	Euryarchaeota	Halopiger	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3035	Halopiger_salifodinae	Halopiger salifodinae	Archaea	Euryarchaeota	Halopiger	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1035	Halopiger_xanaduensis_SH_6	Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halopiger	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2119	Haloplanus_natans_DSM_17983	Haloplanus natans DSM 17983	Archaea	Euryarchaeota	Haloplanus	Halobacteria	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
5048	Haloplanus_vescus	Haloplanus vescus	Archaea	Euryarchaeota	Haloplanus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1141	Haloquadratum_walsbyi_C23	Haloquadratum walsbyi C23	Archaea	Euryarchaeota	Haloquadratum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
305	Halorhodospira_halophila_SL1	Halorhodospira halophila SL1	Bacteria	Proteobacteria	Halorhodospira	Gammaproteobacteria	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
5107	Halorientalis_persicus	Halorientalis persicus	Archaea	Euryarchaeota	Halorientalis	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4898	Halorientalis_regularis	Halorientalis regularis	Archaea	Euryarchaeota	Halorientalis	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1567	Halorubrum_californiensis_DSM_19288	Halorubrum californiensis DSM 19288	Archaea	Euryarchaeota	Halorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1571	Halorubrum_coriense_DSM_10284	Halorubrum coriense DSM 10284	Archaea	Euryarchaeota	Halorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2849	Halorubrum_halophilum	Halorubrum halophilum	Archaea	Euryarchaeota	Halorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
433	Halorubrum_lacusprofundi_ATCC_49239	Halorubrum lacusprofundi ATCC 49239	Archaea	Euryarchaeota	Halorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1577	Halorubrum_tebenquichense_DSM_14210	Halorubrum tebenquichense DSM 14210	Archaea	Euryarchaeota	Halorubrum	Halobacteria	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
5314	Halostagnicola_kamekurae	Halostagnicola kamekurae	Archaea	Euryarchaeota	Halostagnicola	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2395	Halostagnicola_larsenii_XH_48	Halostagnicola larsenii XH-48	Archaea	Euryarchaeota	Halostagnicola	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4438	Haloterrigena_daqingensis	Haloterrigena daqingensis	Archaea	Euryarchaeota	Haloterrigena	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1579	Haloterrigena_limicola_JCM_13563	Haloterrigena limicola JCM 13563	Archaea	Euryarchaeota	Haloterrigena	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4425	Haloterrigena_saccharevitans	Haloterrigena saccharevitans	Archaea	Euryarchaeota	Haloterrigena	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
510	Haloterrigena_turkmenica_DSM_5511	Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Haloterrigena	Halobacteria	1	2	1	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
1580	Halovivax_asiaticus_JCM_14624	Halovivax asiaticus JCM 14624	Archaea	Euryarchaeota	Halovivax	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5450	Hathewaya_proteolytica_DSM_3090	Hathewaya proteolytica DSM 3090	Bacteria	Firmicutes	Hathewaya	Clostridia	4	1	1	1	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0
371	Heliobacterium_modesticaldum_Ice1	Heliobacterium modesticaldum Ice1	Bacteria	Firmicutes	Heliobacterium	Clostridia	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
3423	Herbaspirillum_autotrophicum	Herbaspirillum autotrophicum	Bacteria	Proteobacteria	Herbaspirillum	Betaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4513	Herbaspirillum_frisingense	Herbaspirillum frisingense	Bacteria	Proteobacteria	Herbaspirillum	Betaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3457	Herbaspirillum_hiltneri_N3	Herbaspirillum hiltneri N3	Bacteria	Proteobacteria	Herbaspirillum	Betaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3425	Herbaspirillum_rhizosphaerae	Herbaspirillum rhizosphaerae	Bacteria	Proteobacteria	Herbaspirillum	Betaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3364	Herbaspirillum_seropedicae	Herbaspirillum seropedicae	Bacteria	Proteobacteria	Herbaspirillum	Betaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3923	Herbidospora_mongoliensis	Herbidospora mongoliensis	Bacteria	Actinobacteria	Herbidospora	Streptosporangiales	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
3922	Herbidospora_sakaeratensis	Herbidospora sakaeratensis	Bacteria	Actinobacteria	Herbidospora	Streptosporangiales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3527	Herpetosiphon_geysericola	Herpetosiphon geysericola	Bacteria	Chloroflexi	Herpetosiphon	Chloroflexia	1	2	2	1	1	0	1	0	2	2	0	0	0	1	0	0	1	0	0
4213	Hoeflea_olei	Hoeflea olei	Bacteria	Proteobacteria	Hoeflea	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
673	Hoeflea_phototrophica_DFL_43	Hoeflea phototrophica DFL-43	Bacteria	Proteobacteria	Hoeflea	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
1168	Holophaga_foetida_DSM_6591	Holophaga foetida DSM 6591	Bacteria	Acidobacteria	Holophaga	Holophagae	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
1014	Hoyosella_subflava_DQS3_9A1	Hoyosella subflava DQS3-9A1	Bacteria	Actinobacteria	Hoyosella	Corynebacteriales	1	2	1	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
3934	Hydrogenophaga_palleronii_NBRC_102513	Hydrogenophaga palleronii NBRC 102513	Bacteria	Proteobacteria	Hydrogenophaga	Betaproteobacteria	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0
995	Hylemonella_gracilis_ATCC_19624	Hylemonella gracilis ATCC 19624	Bacteria	Proteobacteria	Hylemonella	Betaproteobacteria	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0
1845	Hyphomicrobium_zavarzinii_ATCC_27496	Hyphomicrobium zavarzinii ATCC 27496	Bacteria	Proteobacteria	Hyphomicrobium	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
3498	Ideonella_sakaiensis	Ideonella sakaiensis	Bacteria	Proteobacteria	Ideonella	Betaproteobacteria	1	2	2	2	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0
2486	Imhoffiella_purpurea	Imhoffiella purpurea	Bacteria	Proteobacteria	Imhoffiella	Gammaproteobacteria	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
857	Intrasporangium_calvum_DSM_43043	Intrasporangium calvum DSM 43043	Bacteria	Actinobacteria	Intrasporangium	Micrococcales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2475	Intrasporangium_chromatireducens_Q5_1	Intrasporangium chromatireducens Q5-1	Bacteria	Actinobacteria	Intrasporangium	Micrococcales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3928	Janibacter_anophelis_NBRC_107843	Janibacter anophelis NBRC 107843	Bacteria	Actinobacteria	Janibacter	Micrococcales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3929	Janibacter_corallicola_NBRC_107790	Janibacter corallicola NBRC 107790	Bacteria	Actinobacteria	Janibacter	Micrococcales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
5651	Janibacter_indicus	Janibacter indicus	Bacteria	Actinobacteria	Janibacter	Micrococcales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4085	Janibacter_melonis	Janibacter melonis	Bacteria	Actinobacteria	Janibacter	Micrococcales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3973	Janibacter_terrae_NBRC_107853	Janibacter terrae NBRC 107853	Bacteria	Actinobacteria	Janibacter	Micrococcales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3161	Jannaschia_aquimarina	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia	Alphaproteobacteria	1	2	2	2	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0
3586	Jannaschia_donghaensis	Jannaschia donghaensis	Bacteria	Proteobacteria	Jannaschia	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
5039	Jannaschia_faecimaris	Jannaschia faecimaris	Bacteria	Proteobacteria	Jannaschia	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
5235	Jannaschia_pohangensis	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
5389	Jatrophihabitans_endophyticus	Jatrophihabitans endophyticus	Bacteria	Actinobacteria	Jatrophihabitans	Frankiales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5659	Kibdelosporangium_aridum	Kibdelosporangium aridum	Bacteria	Actinobacteria	Kibdelosporangium	Pseudonocardiales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3517	Kibdelosporangium_phytohabitans	Kibdelosporangium phytohabitans	Bacteria	Actinobacteria	Kibdelosporangium	Pseudonocardiales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1365	Kineosphaera_limosa_NBRC_100340	Kineosphaera limosa NBRC 100340	Bacteria	Actinobacteria	Kineosphaera	Micrococcales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4541	Kitasatospora_aureofaciens	Kitasatospora aureofaciens	Bacteria	Actinobacteria	Kitasatospora	Streptomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2896	Kitasatospora_azatica_KCTC_9699	Kitasatospora azatica KCTC 9699	Bacteria	Actinobacteria	Kitasatospora	Streptomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2664	Kitasatospora_cheerisanensis_KCTC_2395	Kitasatospora cheerisanensis KCTC 2395	Bacteria	Actinobacteria	Kitasatospora	Streptomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2884	Kitasatospora_mediocidica_KCTC_9733	Kitasatospora mediocidica KCTC 9733	Bacteria	Actinobacteria	Kitasatospora	Streptomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2759	Kitasatospora_purpeofusca	Kitasatospora purpeofusca	Bacteria	Actinobacteria	Kitasatospora	Streptomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1278	Kitasatospora_setae_KM_6054	Kitasatospora setae KM-6054	Bacteria	Actinobacteria	Kitasatospora	Streptomycetales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3017	Knoellia_sinensis_KCTC_19936	Knoellia sinensis KCTC 19936	Bacteria	Actinobacteria	Knoellia	Micrococcales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3015	Knoellia_subterranea_KCTC_19937	Knoellia subterranea KCTC 19937	Bacteria	Actinobacteria	Knoellia	Micrococcales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1680	Kribbella_catacumbae_DSM_19601	Kribbella catacumbae DSM 19601	Bacteria	Actinobacteria	Kribbella	Propionibacteriales	1	2	1	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
481	Kribbella_flavida_DSM_17836	Kribbella flavida DSM 17836	Bacteria	Actinobacteria	Kribbella	Propionibacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
5198	Kushneria_avicenniae	Kushneria avicenniae	Bacteria	Proteobacteria	Kushneria	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4642	Kushneria_marisflavi	Kushneria marisflavi	Bacteria	Proteobacteria	Kushneria	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2430	Kutzneria_albida_DSM_43870	Kutzneria albida DSM 43870	Bacteria	Actinobacteria	Kutzneria	Pseudonocardiales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
