id	name	genus	phylum	kingdom	tax2	num_M	num_bchlD	num_bchlD_fs
329	Lactobacillus reuteri DSM 20016	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
330	Thermosipho melanesiensis BI429	Thermosipho	Thermotogae	Bacteria	Thermotogales	0	0	0
331	Alkaliphilus metalliredigens QYMF	Alkaliphilus	Firmicutes	Bacteria	Clostridia	0	0	0
332	Streptococcus gordonii str. Challis substr. CH1	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
333	Clostridium botulinum A str. Hall	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
334	Sinorhizobium medicae WSM419	Sinorhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
335	Methanococcus vannielii SB	Methanococcus	Euryarchaeota	Archaea	Methanococci	1	1	1
336	Methanococcus aeolicus Nankai-3	Methanococcus	Euryarchaeota	Archaea	Methanococci	1	1	1
337	Methanococcus maripaludis C7	Methanococcus	Euryarchaeota	Archaea	Methanococci	0	0	0
338	Actinobacillus succinogenes 130Z	Actinobacillus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
339	Phenylobacterium zucineum HLK1	Phenylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
340	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	Kineococcus	Actinobacteria	Bacteria	Kineosporiales	0	0	0
341	Ochrobactrum anthropi ATCC 49188	Ochrobactrum	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
342	Bacillus cytotoxicus NVH 391-98	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
343	Campylobacter curvus 525.92	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
344	Fervidobacterium nodosum Rt17-B1	Fervidobacterium	Thermotogae	Bacteria	Thermotogales	0	0	0
345	Parvibaculum lavamentivorans DS-1	Parvibaculum	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
346	Campylobacter hominis ATCC BAA-381	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
347	Methanoregula boonei 6A8	Methanoregula	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
348	Xanthobacter autotrophicus Py2	Xanthobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
349	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	Leptospira	Spirochaetes	Bacteria	Leptospirales	0	0	0
350	Vibrio campbellii ATCC BAA-1116	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
351	Roseiflexus castenholzii DSM 13941	Roseiflexus	Chloroflexi	Bacteria	Chloroflexia	2	2	1
352	Pseudothermotoga lettingae TMO	Pseudothermotoga	Thermotogae	Bacteria	Thermotogales	0	0	0
353	Ignicoccus hospitalis KIN4/I	Ignicoccus	Crenarchaeota	Archaea	Thermoprotei	0	0	0
354	Shewanella sediminis HAW-EB3	Shewanella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
355	Acaryochloris marina MBIC11017	Acaryochloris	Cyanobacteria	Bacteria	Synechococcales	1	1	0
356	Dinoroseobacter shibae DFL 12 = DSM 16493	Dinoroseobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
357	Rickettsia akari str. Hartford	Rickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
358	Salinispora arenicola CNS-205	Salinispora	Actinobacteria	Bacteria	Micromonosporales	1	1	0
359	Shewanella pealeana ATCC 700345	Shewanella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
360	Caldivirga maquilingensis IC-167	Caldivirga	Crenarchaeota	Archaea	Thermoprotei	0	0	0
361	Alkaliphilus oremlandii OhILAs	Alkaliphilus	Firmicutes	Bacteria	Clostridia	1	1	0
362	Thermococcus onnurineus NA1	Thermococcus	Euryarchaeota	Archaea	Thermococci	1	1	0
363	Desulfococcus oleovorans Hxd3	Desulfococcus	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
364	Sinorhizobium fredii NGR234	Sinorhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
365	Prochlorococcus marinus str. MIT 9211	Prochlorococcus	Cyanobacteria	Bacteria	Synechococcales	1	1	0
366	Petrotoga mobilis SJ95	Petrotoga	Thermotogae	Bacteria	Petrotogales	0	0	0
367	Acholeplasma laidlawii PG-8A	Acholeplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
368	Chloroflexus aurantiacus J-10-fl	Chloroflexus	Chloroflexi	Bacteria	Chloroflexia	2	2	0
369	Renibacterium salmoninarum ATCC 33209	Renibacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
370	Thermotoga neapolitana DSM 4359	Thermotoga	Thermotogae	Bacteria	Thermotogales	0	0	0
371	Heliobacterium modesticaldum Ice1	Heliobacterium	Firmicutes	Bacteria	Clostridia	1	1	0
372	Campylobacter lari RM2100	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
373	Cellvibrio japonicus Ueda107	Cellvibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
374	Francisella philomiragia subsp. philomiragia ATCC 25017	Francisella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
375	Ureaplasma parvum serovar 3 str. ATCC 27815	Ureaplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
376	Xanthomonas oryzae pv. oryzae PXO99A	Xanthomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
377	Methylacidiphilum infernorum V4	Methylacidiphilum	Verrucomicrobia	Bacteria	Methylacidiphilae	0	0	0
378	Borrelia duttonii Ly	Borrelia	Spirochaetes	Bacteria	Spirochaetales	0	0	0
379	Methylobacterium radiotolerans JCM 2831	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
380	Polynucleobacter necessarius STIR1	Polynucleobacter	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
381	Leptothrix cholodnii SP-6	Leptothrix	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
382	Beijerinckia indica subsp. indica ATCC 9039	Beijerinckia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
383	Exiguobacterium sibiricum 255-15	Exiguobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
384	Methylobacterium populi BJ001	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
385	Opitutus terrae PB90-1	Opitutus	Verrucomicrobia	Bacteria	Opitutae	0	0	0
387	Nostoc punctiforme PCC 73102	Nostoc	Cyanobacteria	Bacteria	Nostocales	1	1	0
388	Paraburkholderia phymatum STM815	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	2	1	1
389	Mycoplasma arthritidis 158L3-1	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
390	Elusimicrobium minutum Pei191	Elusimicrobium	Elusimicrobia	Bacteria	Elusimicrobia	0	0	0
391	Clostridium botulinum B str. Eklund 17B (NRP)	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
392	Ralstonia pickettii 12J	Ralstonia	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
393	Akkermansia muciniphila ATCC BAA-835	Akkermansia	Verrucomicrobia	Bacteria	Verrucomicrobiae	0	0	0
394	Anaplasma marginale str. Florida	Anaplasma	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
395	Desulfobacterium autotrophicum HRM2	Desulfobacterium	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
396	Geobacter lovleyi SZ	Geobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
397	Chlorobium limicola DSM 245	Chlorobium	Chlorobi	Bacteria	Chlorobia	2	2	0
398	Halothermothrix orenii H 168	Halothermothrix	Firmicutes	Bacteria	Clostridia	0	0	0
399	Chlorobaculum parvum NCIB 8327	Chlorobaculum	Chlorobi	Bacteria	Chlorobia	1	1	0
400	Chloroherpeton thalassium ATCC 35110	Chloroherpeton	Chlorobi	Bacteria	Chlorobia	2	2	0
401	Chlorobium phaeobacteroides BS1	Chlorobium	Chlorobi	Bacteria	Chlorobia	1	1	0
402	Prosthecochloris aestuarii DSM 271	Prosthecochloris	Chlorobi	Bacteria	Chlorobia	2	2	0
403	Pelodictyon phaeoclathratiforme BU-1	Pelodictyon	Chlorobi	Bacteria	Chlorobia	1	1	0
404	Deinococcus deserti VCD115	Deinococcus	Deinococcus-Thermus	Bacteria	Deinococci	1	1	0
405	Geobacter bemidjiensis Bem	Geobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
406	Desulfurococcus amylolyticus 1221n	Desulfurococcus	Crenarchaeota	Archaea	Thermoprotei	0	0	0
407	Coprothermobacter proteolyticus DSM 5265	Coprothermobacter	Firmicutes	Bacteria	Clostridia	0	0	0
408	Dictyoglomus thermophilum H-6-12	Dictyoglomus	Dictyoglomi	Bacteria	Dictyoglomales	0	0	0
409	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio	Nitrospirae	Bacteria	Nitrospirales	1	1	0
410	Laribacter hongkongensis HLHK9	Laribacter	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
411	Thermosipho africanus TCF52B	Thermosipho	Thermotogae	Bacteria	Thermotogales	0	0	0
412	Gluconacetobacter diazotrophicus PA1 5	Gluconacetobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
413	Rhizobium leguminosarum bv. trifolii WSM2304	Rhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
414	Desulfovibrio vulgaris str. 'Miyazaki F'	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
415	Acidithiobacillus ferrooxidans ATCC 23270	Acidithiobacillus	Proteobacteria	Bacteria	Acidithiobacillia	0	0	0
416	Sulfurihydrogenibium azorense Az-Fu1	Sulfurihydrogenibium	Aquificae	Bacteria	Aquificales	0	0	0
417	Persephonella marina EX-H1	Persephonella	Aquificae	Bacteria	Aquificales	0	0	0
418	Dictyoglomus turgidum DSM 6724	Dictyoglomus	Dictyoglomi	Bacteria	Dictyoglomales	0	0	0
419	Thermomicrobium roseum DSM 5159	Thermomicrobium	Chloroflexi	Bacteria	Thermomicrobiales	0	0	0
420	Nautilia profundicola AmH	Nautilia	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
421	Methylocella silvestris BL2	Methylocella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
422	Rhodobacter capsulatus SB 1003	Rhodobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
423	Haemophilus parasuis SH0165	Haemophilus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
424	Desulfitobacterium hafniense DCB-2	Desulfitobacterium	Firmicutes	Bacteria	Clostridia	0	0	0
425	Chloroflexus aggregans DSM 9485	Chloroflexus	Chloroflexi	Bacteria	Chloroflexia	2	2	0
426	Methanosphaerula palustris E1-9c	Methanosphaerula	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
427	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
428	Caulobacter crescentus NA1000	Caulobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
429	Pseudarthrobacter chlorophenolicus A6	Pseudarthrobacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
430	Methylobacterium nodulans ORS 2060	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
431	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
432	Anaeromyxobacter dehalogenans 2CP-1	Anaeromyxobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
433	Halorubrum lacusprofundi ATCC 49239	Halorubrum	Euryarchaeota	Archaea	Halobacteria	1	1	0
434	Geobacter daltonii FRC-32	Geobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
435	Caldicellulosiruptor bescii DSM 6725	Caldicellulosiruptor	Firmicutes	Bacteria	Clostridia	0	0	0
436	Sulfolobus islandicus L.S.2.15	Sulfolobus	Crenarchaeota	Archaea	Thermoprotei	0	0	0
437	Neorickettsia risticii str. Illinois	Neorickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
438	Thermococcus sibiricus MM 739	Thermococcus	Euryarchaeota	Archaea	Thermococci	0	0	0
439	Acidobacterium capsulatum ATCC 51196	Acidobacterium	Acidobacteria	Bacteria	Acidobacteriales	0	0	0
440	Bartonella grahamii as4aup	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
441	Corynebacterium aurimucosum ATCC 700975	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
442	Bifidobacterium animalis subsp. lactis DSM 10140	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
443	Teredinibacter turnerae T7901	Teredinibacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
444	Tolumonas auensis DSM 9187	Tolumonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
445	Beutenbergia cavernae DSM 12333	Beutenbergia	Actinobacteria	Bacteria	Micrococcales	0	0	0
446	Dyadobacter fermentans DSM 18053	Dyadobacter	Bacteroidetes	Bacteria	Cytophagia	2	2	0
447	Corynebacterium kroppenstedtii DSM 44385	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	2	2	1
448	Micrococcus luteus NCTC 2665	Micrococcus	Actinobacteria	Bacteria	Micrococcales	0	0	0
449	Desulfomicrobium baculatum DSM 4028	Desulfomicrobium	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
450	Actinosynnema mirum DSM 43827	Actinosynnema	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
451	Acidimicrobium ferrooxidans DSM 10331	Acidimicrobium	Actinobacteria	Bacteria	Acidimicrobiia	1	1	0
452	Capnocytophaga ochracea DSM 7271	Capnocytophaga	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
453	Kosmotoga olearia TBF 19.5.1	Kosmotoga	Thermotogae	Bacteria	Kosmotogales	0	0	0
454	Brachybacterium faecium DSM 4810	Brachybacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
455	Desulfovibrio salexigens DSM 2638	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
456	Zunongwangia profunda SM-A87	Zunongwangia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
457	Pectobacterium carotovorum subsp. carotovorum PC1	Pectobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
458	Methylotenera mobilis JLW8	Methylotenera	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
459	Methylovorus glucosetrophus SIP3-4	Methylovorus	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
460	Hirschia baltica ATCC 49814	Hirschia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
461	Pedobacter heparinus DSM 2366	Pedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
462	Cryptobacterium curtum DSM 15641	Cryptobacterium	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
463	Saccharomonospora viridis DSM 43017	Saccharomonospora	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
464	Slackia heliotrinireducens DSM 20476	Slackia	Actinobacteria	Bacteria	Coriobacteriia	1	1	1
465	Leptotrichia buccalis C-1013-b	Leptotrichia	Fusobacteria	Bacteria	Fusobacteriales	0	0	0
466	Kytococcus sedentarius DSM 20547	Kytococcus	Actinobacteria	Bacteria	Micrococcales	0	0	0
467	Halorhabdus utahensis DSM 12940	Halorhabdus	Euryarchaeota	Archaea	Halobacteria	0	0	0
468	Halomicrobium mukohataei DSM 12286	Halomicrobium	Euryarchaeota	Archaea	Halobacteria	1	1	0
469	Chitinophaga pinensis DSM 2588	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
470	Catenulispora acidiphila DSM 44928	Catenulispora	Actinobacteria	Bacteria	Catenulisporales	1	1	0
471	Jonesia denitrificans DSM 20603	Jonesia	Actinobacteria	Bacteria	Micrococcales	0	0	0
472	Kangiella koreensis DSM 16069	Kangiella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
473	Anaerococcus prevotii DSM 20548	Anaerococcus	Firmicutes	Bacteria	Tissierellia	0	0	0
474	Robiginitalea biformata HTCC2501	Robiginitalea	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
475	Methanobrevibacter ruminantium M1	Methanobrevibacter	Euryarchaeota	Archaea	Methanobacteria	0	0	0
476	Desulfotomaculum acetoxidans DSM 771	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
477	Atopobium parvulum DSM 20469	Atopobium	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
478	Eggerthella lenta DSM 2243	Eggerthella	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
479	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Alicyclobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
480	Desulfohalobium retbaense DSM 5692	Desulfohalobium	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
481	Kribbella flavida DSM 17836	Kribbella	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
482	Nakamurella multipartita DSM 44233	Nakamurella	Actinobacteria	Bacteria	Nakamurellales	1	1	0
483	Thermomonospora curvata DSM 43183	Thermomonospora	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
484	Sebaldella termitidis ATCC 33386	Sebaldella	Fusobacteria	Bacteria	Fusobacteriales	0	0	0
485	Meiothermus ruber DSM 1279	Meiothermus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
486	Anaplasma centrale str. Israel	Anaplasma	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
487	Stackebrandtia nassauensis DSM 44728	Stackebrandtia	Actinobacteria	Bacteria	Glycomycetales	0	0	0
488	Streptobacillus moniliformis DSM 12112	Streptobacillus	Fusobacteria	Bacteria	Fusobacteriales	0	0	0
489	Ammonifex degensii KC4	Ammonifex	Firmicutes	Bacteria	Clostridia	1	1	0
490	Methanocaldococcus vulcanius M7	Methanocaldococcus	Euryarchaeota	Archaea	Methanococci	1	1	1
491	Nitrosococcus halophilus Nc 4	Nitrosococcus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
492	Halothiobacillus neapolitanus c2	Halothiobacillus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
493	Gordonia bronchialis DSM 43247	Gordonia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
494	Rhodothermus marinus DSM 4252	Rhodothermus	Bacteroidetes	Bacteria	Bacteroidetes Order II. Incertae sedis	0	0	0
495	Streptosporangium roseum DSM 43021	Streptosporangium	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
496	Sulfurospirillum deleyianum DSM 6946	Sulfurospirillum	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
497	Thermanaerovibrio acidaminovorans DSM 6589	Thermanaerovibrio	Synergistetes	Bacteria	Synergistia	0	0	0
498	Sanguibacter keddieii DSM 10542	Sanguibacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
499	Veillonella parvula DSM 2008	Veillonella	Firmicutes	Bacteria	Negativicutes	1	1	0
500	Xylanimonas cellulosilytica DSM 15894	Xylanimonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
501	Sphaerobacter thermophilus DSM 20745	Sphaerobacter	Chloroflexi	Bacteria	Sphaerobacteridae	0	0	0
502	Dickeya zeae Ech586	Dickeya	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
503	Staphylococcus lugdunensis HKU09-01	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
504	Pirellula staleyi DSM 6068	Pirellula	Planctomycetes	Bacteria	Planctomycetia	0	0	0
505	Gardnerella vaginalis 409-05	Gardnerella	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
506	Mageeibacillus indolicus UPII9-5	Mageeibacillus	Firmicutes	Bacteria	Clostridia	0	0	0
507	Conexibacter woesei DSM 14684	Conexibacter	Actinobacteria	Bacteria	Thermoleophilia	0	0	0
508	Archaeoglobus profundus DSM 5631	Archaeoglobus	Euryarchaeota	Archaea	Archaeoglobi	1	1	0
509	Acidaminococcus fermentans DSM 20731	Acidaminococcus	Firmicutes	Bacteria	Negativicutes	0	0	0
510	Haloterrigena turkmenica DSM 5511	Haloterrigena	Euryarchaeota	Archaea	Halobacteria	2	2	0
511	Geodermatophilus obscurus DSM 43160	Geodermatophilus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
512	Pantoea ananatis LMG 20103	Pantoea	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
513	Allochromatium vinosum DSM 180	Allochromatium	Proteobacteria	Bacteria	Gammaproteobacteria	2	1	0
514	Ferroglobus placidus DSM 10642	Ferroglobus	Euryarchaeota	Archaea	Archaeoglobi	0	0	0
515	Enterobacter cloacae subsp. cloacae ATCC 13047	Enterobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
516	Thermocrinis albus DSM 14484	Thermocrinis	Aquificae	Bacteria	Aquificales	0	0	0
517	Natrialba magadii ATCC 43099	Natrialba	Euryarchaeota	Archaea	Halobacteria	0	0	0
518	Thermoanaerobacter italicus Ab9	Thermoanaerobacter	Firmicutes	Bacteria	Clostridia	0	0	0
519	Aciduliprofundum boonei T469	Aciduliprofundum	Euryarchaeota	Archaea	DHVE2 group	0	0	0
520	Haloferax volcanii DS2	Haloferax	Euryarchaeota	Archaea	Halobacteria	1	1	0
521	Sideroxydans lithotrophicus ES-1	Sideroxydans	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
522	Denitrovibrio acetiphilus DSM 12809	Denitrovibrio	Deferribacteres	Bacteria	Deferribacterales	0	0	0
523	Mycoplasma crocodyli MP145	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
524	Methanohalophilus mahii DSM 5219	Methanohalophilus	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
525	Aminobacterium colombiense DSM 12261	Aminobacterium	Synergistetes	Bacteria	Synergistia	0	0	0
526	Coraliomargarita akajimensis DSM 45221	Coraliomargarita	Verrucomicrobia	Bacteria	Opitutae	0	0	0
527	Prevotella ruminicola 23	Prevotella	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
528	Desulfotalea psychrophila LSv54	Desulfotalea	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
529	Aromatoleum aromaticum EbN1	Aromatoleum	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
530	Ehrlichia ruminantium str. Welgevonden	Ehrlichia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
531	Natronomonas pharaonis DSM 2160	Natronomonas	Euryarchaeota	Archaea	Halobacteria	1	1	0
532	Herminiimonas arsenicoxydans	Herminiimonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
533	Escherichia coli UMN026	Escherichia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
534	Escherichia coli IAI39	Escherichia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
535	Leuconostoc citreum KM20	Leuconostoc	Firmicutes	Bacteria	Bacilli	0	0	0
536	Lactobacillus rhamnosus GG	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
537	Streptococcus equi subsp. zooepidemicus	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
538	Streptococcus suis BM407	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
539	Mycoplasma conjunctivae	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
540	Streptococcus mitis B6	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
541	Xenorhabdus bovienii SS-2004	Xenorhabdus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
542	Haemophilus influenzae Rd KW20	Haemophilus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
543	Mycoplasma genitalium G37	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
544	Mycoplasma pneumoniae M129	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
545	Bartonella quintana str. Toulouse	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
546	Bartonella henselae str. Houston-1	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
547	Chromohalobacter salexigens DSM 3043	Chromohalobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
548	Lawsonia intracellularis PHE/MN1-00	Lawsonia	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
549	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
550	Frankia alni ACN14a	Frankia	Actinobacteria	Bacteria	Frankiales	0	0	0
551	Gramella forsetii KT0803	Gramella	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
552	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
553	Methanocella arvoryzae MRE50	Methanocella	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
554	Orientia tsutsugamushi str. Boryong	Orientia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
555	Clostridium botulinum A str. ATCC 3502	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
556	Mycoplasma agalactiae PG2	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
557	Flavobacterium psychrophilum JIP02/86	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
558	Sorangium cellulosum So ce56	Sorangium	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
559	Bordetella petrii	Bordetella	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
560	Chlamydia trachomatis 434/Bu	Chlamydia	Chlamydiae	Bacteria	Chlamydiales	0	0	0
